Name,Address,City/Province,Postal Code,Country,Telephone,Email
North York Community House - Elmbank Junior Middle Academy ,10 Pittsboro Dr,"Toronto, Ontario",M9V 3R4,Canada,Telephone: 416-394-7560, 
North York Community House - Emery Collegiate Institute/ Emery Adult Learning Centre ,3395 Weston Rd,"Toronto, Ontario",M9M2V9,Canada,Telephone: 416-395-3220, 
North York Community House - Etobicoke Collegiate Institute ,86 Montgomery Rd,"Toronto, Ontario",M9A 3N5,Canada,Telephone: 416-394-7840, 
North York Community House - Father Henry Carr Catholic Secondary School ,1760 Martin Grove,"Toronto, Ontario",M9V 3S4,Canada,Telephone: 416-393-5521, 
North York Community House - Firgrove Public School,270 Firgrove Cres,"Toronto, Ontario",M3N 1K8,Canada,Telephone: 416-395-2420, 
North York Community House - Fisherville Senior Public Schoo,425 Patricia Ave,"Toronto, Ontario",M2R 2N1,Canada,Telephone: 416-395-3030, 
North York Community House - Flemington Public School ,10 Flemington Rd,"Toronto, Ontario",M6A 2N4,Canada,Telephone: 416-395-2430, 
North York Community House - Forest Hill Collegiate Institute,730 Eglinton Ave W,"Toronto, Ontario",M5N 1B9,Canada,Telephone: 416-393-1860, 
North York Community House - Forest Hill Junior and Senior Public School,78 Dunloe Rd,"Toronto, Ontario",M5P 2T6,Canada,Telephone: 416-393-9335, 
North York Community House - George Anderson Public School,30 Geo. Anderson Dr,"Toronto, Ontario",M6M 2Y8,Canada,Telephone: 416-395-5000, 
North York Community House - George Harvey Collegiate Institute,1700 Keele St,"Toronto, Ontario",M6M 3W5,Canada,Telephone: 416-394-3180, 
North York Community House - George Syme Community School,69 Pritchard Ave,"Toronto, Ontario",M6N 1T6,Canada,Telephone: 416-394-2340, 
North York Community House - Gracedale Public School  ,186 Gracedale Blvd,"Toronto, Ontario",M9L 2C1,Canada,Telephone: 416-395-2480, 
North York Community House - Gracefield Public School ,177 Gracefield Ave,"Toronto, Ontario",M6L 1L7,Canada,Telephone: 416-395-2490, 
North York Community House - H J Alexander Community School,30 King St,"Toronto, Ontario",M9N 1K9,Canada,Telephone: 416-394-2359, 
North York Community House - Highfield Junior School ,85 Mount Olive Dr,"Toronto, Ontario",M9V 2C9,Canada,Telephone: 416-394-7510, 
North York Community House - Humber Summit Middle School  ,60 Pearldale Ave,"Toronto, Ontario",M9L 2G9,Canada,Telephone: 416-395-2570, 
North York Community House - James Cardinal McGuigan Catholic High School,1440 Finch Avenue West ,"Toronto, Ontario",M3J 3G3,Canada,Telephone: 416-393-5527, 
North York Community House - John D Parker Junior School ,202 Mount Olive Dr,"Toronto, Ontario",M9V 3Z5,Canada,Telephone: 416-394-7530, 
North York Community House - John Polanyi Collegiate Institute,640 Lawrence Ave W,"Toronto, Ontario",M6A 1B1,Canada,Telephone: 416-395-3303, 
North York Community House - Joyce Public School,26 Joyce Pky,"Toronto, Ontario",M6B 2S9,Canada,Telephone: 416-395-2600, 
North York Community House - Kingsview Village Junior School  ,1 York Rd,"Toronto, Ontario",M9R 3C8,Canada,Telephone: 416-394-7950, 
North York Community House - Kipling Collegiate Institute ,380 The Westway,"Toronto, Ontario",M9R 1H4,Canada,Telephone: 416-394-7930, 
North York Community House - Lamberton Public School,33 Lamberton Blvd,"Toronto, Ontario",M3J 1G6,Canada,Telephone: 416-395-9570, 
North York Community House - Lawrence Allen Centre,"700 Lawrence Avenue West, Suite 350","Toronto, Ontario",M6A 3B4,Canada,Telephone: 416-784-0920, 
North York Community House - Loretto College School,151 Rosemount Avenue ,"Toronto, Ontario",M6H 2N1,Canada,Telephone: 416-393-5511, 
North York Community House - Madonna Catholic Secondary School,20 Dubray Avenue ,"Toronto, Ontario",M3K 1V5,Canada,Telephone: 416-393-5506, 
North York Community House - Marshal McLuhan Catholic Secondary ,1107 Avenue Road,"Toronto, Ontario",M5N 3B1,Canada,Telephone: 416-393-5561, 
North York Community House - Martingrove Collegiate Institute ,50 Winterton Dr,"Toronto, Ontario",M9B 3G7,Canada,Telephone: 416-394-7110, 
North York Community House - Monsignor Fraser College,45 Norfinch Ave,"Toronto, Ontario",M9L 2J7,Canada,Telephone: 416-393-5558, 
North York Community House - Monsignor Percy Johnson Catholic High School,2170 Kipling Avenue ,"Toronto, Ontario",M9W 4K9,Canada,Telephone: 416-393-5535, 
North York Community House - North Albion Collegiate Institute ,2580 Kipling Ave,"Toronto, Ontario",M9V 3B2,Canada,Telephone: 416-394-7550, 
North York Community House - North Kipling Junior Middle School  ,2 Rowntree Rd,"Toronto, Ontario",M9V 5C7,Canada,Telephone: 416-394-6340, 
North York Community House - Northview Heights Secondary School ,550 Finch Ave W,"Toronto, Ontario",M2R 1N6,Canada,Telephone: 416-395-3290, 
North York Community House - Oakdale Park Middle School,315 Grandravine Dr,"Toronto, Ontario",M3N 1J5,Canada,Telephone: 416-395-3060, 
North York Community House - Our Lady of the Assumption Catholic School,125 Glenmount Avenue ,"Toronto, Ontario",M6B 3C2,Canada,Telephone: 416-393-5265, 
North York Community House - Parkfield Junior School,31 Redgrave Dr,"Toronto, Ontario",M9R 3T9,Canada,Telephone: 416-394-7960, 
North York Community House - Rockcliffe Middle School,400 Rockcliffe Blvd,"Toronto, Ontario",M6N 4R8,Canada,Telephone: 416-394-3100, 
North York Community House - Rockford Public School,60 Rockford Rd,"Toronto, Ontario",M2R 3A7,Canada,Telephone: 416-395-2820, 
North York Community House - Scarlett Heights Entrepreneurial Academy  ,15 Trehorne Dr,"Toronto, Ontario",M9P 1N8,Canada,Telephone: 416-394-7750, 
North York Community House - Smithfield Middle School ,175 Mount Olive Dr,"Toronto, Ontario",M9V 2E3,Canada,Telephone: 416-394-7540, 
North York Community House - St. Andrew Catholic School,2533 Kipling Avenue ,"Toronto, Ontario",M9V 3A8,Canada,Telephone: 416-393-5295, 
North York Community House - St. Augustine Catholic School ,98 Shoreham Drive ,"Toronto, Ontario",M3N 1S9,Canada,Telephone: 416-393-5328, 
North York Community House - St. Bernard Catholic School ,12 Duckworth St,"Toronto, Ontario",M6M 4W3,Canada,Telephone: 416-393-5261, 
North York Community House - St. Charles Garnier Catholic School,20 Stong Court ,"Toronto, Ontario",M3N 2X9,Canada,Telephone: 416-393-5363, 
North York Community House - St. Francis de Sales Catholic School,333 Firgrove Crescent ,"Toronto, Ontario",M3N 1K9,Canada,Telephone: 416-393-5366, 
North York Community House - St. Francis Xavier Catholic School,53 Gracefield Avenue ,"Toronto, Ontario",M6L 1L3,Canada,Telephone: 416-393-5271, 
North York Community House - St. Jane Frances Catholic School,2745 Jane Street ,"Toronto, Ontario",M3L 2E8,Canada,Telephone: 416-393-5296, 
North York Community House - St. Jude Catholic School,3251 Weston Road ,"Toronto, Ontario",M9M 2T9,Canada,Telephone: 416-393-5279, 
North York Community House - St. Margaret Catholic School ,85 Carmichael Ave ,"Toronto, Ontario",M5M 2X1,Canada,Telephone: 416-393-5249, 
North York Community House - St. Robert Catholic School,70 Bainbridge Avenue ,"Toronto, Ontario",M3H 2K2,Canada,Telephone: 416-393-5297, 
North York Community House - St. Thomas Aquinas Catholic School  ,636 Glenholme Ave,"Toronto, Ontario",M6E 3G9,Canada,Telephone: 416-393-5236, 
North York Community House - St. Wilfred Catholic School ,1685 Finch Ave W,"Toronto, Ontario",M3J 2G8,Canada,Telephone: 416-939-5313, 
North York Community House - Thistletown Collegiate Institute ,20 Fordwich Cres,"Toronto, Ontario",M9W 2T4,Canada,Telephone: 416-394-7710, 
North York Community House - Topcliff Public School ,65 Topcliff Ave,"Toronto, Ontario",M3N 1L6,Canada,Telephone: 416-395-2940, 
North York Community House - Tumpane Public School ,48 Tumpane St,"Toronto, Ontario",M3M 1L8,Canada,Telephone: 416-395-2950, 
North York Community House - West Humber Collegiate Institute ,1675 Martin Grove Rd,"Toronto, Ontario",M9V 3S3,Canada,Telephone: 416-394-7570, 
North York Community House - West Humber Junior Middle School ,15 Delsing Dr,"Toronto, Ontario",M9W 4S7,Canada,Telephone: 416-394-7760, 
North York Community House - West Preparatory Junior Public School,70 Ridge Hill Dr,"Toronto, Ontario",M6C 2J6,Canada,Telephone: 416-393-1633, 
North York Community House - Weston Collegiate Institute,100 Pine St,"Toronto, Ontario",M9N 2Y9,Canada,Telephone: 416-394-3250, 
North York Community House - Westview Centennial Secondary School,755 Oakdale Rd,"Toronto, Ontario",M3N 1W7,Canada,Telephone: 416-395-3320, 
North York Community House - William Lyon Mackenzie Collegiate Institute,20 Tillplain Rd,"Toronto, Ontario",M3H 5R2,Canada,Telephone: 416-395-3330, 
North York Community House - Wilmington Elementary School,330 Wilmington Ave,"Toronto, Ontario",M3H 5L1,Canada,Telephone: 416-395-2180, 
North York Community House - Yorkdale Adult Learning Centre/ Yorkdale Secondary School,38 Orfus Rd,"Toronto, Ontario",M6A 1L6,Canada,Telephone: 416-395-3350, 
North York Community House - Yorkwoods Public Library,1785 Finch Avenue West,"Toronto, Ontario",M3N 1M6,Canada,Telephone: 416-395-5980, 
North York Community House - Yorkwoods Public School ,25 Yorkwoods Gate,"Toronto, Ontario",M3N 1K1,Canada,Telephone: 416-395-2990, 
North York Community House (Bathurst Finch HUB),"540 Finch Avenue West, Suite 138","Toronto, Ontario",M2R 1N7,Canada,Telephone: 416-636-2600, 
Northumberland County,555 Courthouse Road  ,"Cobourg, Ontario",K9A5J6,Canada,Telephone: 905-375-7047,ojedae@northumberlandcounty.ca
Northwest London Resource Centre ,27A-1225 Wonderland Road North,"London, Ontario",N6G 2V9,Canada,Telephone: 519-471-8444,info@nwlrc.ca
Northwest Resource Centre for Newcomers Inc.,59 Queen Street,"Edmundston , New Brunswick",E3V 1A4,Canada,Telephone: 506-735-0604,info@crna.ca
NWT Literacy Council,"5122 48th Street, P.O. Box 761","Yellowknife, Northwest Territories",X1A 2N6,Canada,Telephone: 867-873-9262,nwtliteracy@nwtliteracy.ca
Oakville Public Library Board,120 Navy Street  ,"Oakville, Ontario",L6J 2Z4,Canada,Telephone: 905-815-2042,oplreference@oakville.ca
OCASI - Ontario Council of Agencies Serving Immigrants,"110 Eglinton Ave W, Suite 200  ","Toronto, Ontario",M4R 1A3,Canada,Telephone: 416-322-4950,ddouglas@ocasi.org
Okanagan College,1401 1st St West,"Revelstoke, British Columbia",V0E 2S0,Canada,Telephone: 250-837-4235,mekline@okanagan.bc.ca
Okanagan College,2552 10th Avenue,"Salmon Arm, British Columbia",V1E 2S4,Canada,Telephone: 250-832-2126,mekline@okanagan.bc.ca
Opportunities for Employment Inc,300-294 Portage Avenue,"Winnipeg, Manitoba",R3C 0B9,Canada,Telephone: 204-925-3490, 
Options Community Services Society,13520 78 Avenue,"Surrey, British Columbia",V3W 8J6,Canada,Telephone: 604-572-4060, 
Options Community Services Society,9815 - 140th Street,"Surrey, British Columbia",V3W 8J6,Canada,Telephone: 604-572-4060, 
Ottawa Catholic School Board - Holy Trinity High School,180 Katimavik Road,"Ottawa, Ontario",K2L 4A7,Canada,Telephone: 613-591-9955,info@ocsb.ca
Ottawa Catholic School Board - Queen of Angels Adult School,461 Heron Road,"Ottawa, Ontario",K1V 9V1,Canada,Telephone: 613-731-3237,info@ocsb.ca
Ottawa Catholic School Board - St. Joseph's Adult School,330 Lajoie Street ,"Ottawa, Ontario",K1L 7H4,Canada,Telephone: 613-741-6808,info@ocsb.ca
Ottawa Catholic School Board - St.Patrick's Adult School,290 Nepean Street,"Ottawa, Ontario",K1R 5G3,Canada,Telephone: 613-594-5773,info@ocsb.ca
Ottawa Catholic School Board - St.Patrick's Adult School,893 Admiral ave,"Ottawa, Ontario",K1Z 6L6,Canada,Telephone: 613-741-6808, info@ocsb.ca
Ottawa Chinese Community Service Centre,"400 Cooper Street, Suite 2000","Ottawa, Ontario",K2P 2N1,Canada,Telephone: 613-235-4875, 
Ottawa Community Immigrant Services Organization,1800 Bank Street 3rd Floor,"Ottawa, Ontario",K1V 0W3,Canada,Telephone: 613-249-0006, 
Ottawa Community Immigrant Services Organization,945 Wellington Street  ,"Ottawa, Ontario",K1Y 2X5,Canada,Telephone: 613-725-5671,mentorship@ociso.org
Ottawa Community Immigrant Services Organization,959 Wellington Street West,"Ottawa, Ontario",K1Y 2X5,Canada,Telephone: 613-725-0202,info@ociso.org
Ottawa-Carleton District School Board,145 Woodridge Crescent,"Ottawa, Ontario",K2B 7T2,Canada,Telephone: 613-239-2737,communications@ocdsb.ca
Ottawa-Carleton District School Board,1645 Woodroffe Avenue,"Ottawa, Ontario",K2B 7T2,Canada,Telephone: 613-239-2737,communications@ocdsb.ca
Ottawa-Carleton District School Board,440 Albert Street,"Ottawa, Ontario",K1R 5B5,Canada,Telephone: 613-239-2737,communications@ocdsb.ca
Ottawa-Carleton District School Board,485 Donald Street,"Ottawa, Ontario",K1K 3A7,Canada,Telephone: 613-239-2737,communications@ocdsb.ca
Pacific Community Resources Society ,#114-13479 76 Ave,"Surrey, British Columbia",V3W 2W3,Canada,Telephone: 604-592-6200,ccyh@pcrs.ca
Pacific Immigrant Resource Society,1874 Kingsway,"Vancouver, British Columbia",V5N 2S7,Canada,Telephone: 604-298-5888,info@pirs.bc.ca
Parkdale Intercultural Association,1257 Queen Street West,"Toronto, Ontario",M6K 1L5,Canada,Telephone: 416-536-4420, 
Parkdale Intercultural Association,1365 Queen Street West,"Toronto, Ontario",M6K 1L5,Canada,Telephone: 416-536-1783, 
Parkdale Intercultural Association -  Parkdale Community Information Centre  ,1303 Queen Street West,"Toronto, Ontario",M6K 1L6,Canada,Telephone: 416-393-7689, 
Parkland College,200 Prystai Way,"Yorkton, Saskatchewan",S3N 4G4,Canada,Telephone: 306-786-6766,info@parklandcollege.sk.ca
Peel Career Assessment Services Inc.,975 Meyerside Drive,"Mississauga, Ontario",L5T 1P9,Canada,Telephone: 905-670-1967, 
Peel District School Board,10 North Park Drive,"Brampton, Ontario",L6S 3M1,Canada,Telephone: 905-456-1906,LearnESL@peelsb.com
Peel District School Board,510 Balmoral Drive,"Brampton, Ontario",L6T 1W4,Canada,Telephone: 905-793-2400,LearnESL@peelsb.com
Peel District School Board,7700 Hurontario Street,"Brampton, Ontario",L6Y 4M3,Canada,Telephone: 905-457-4287,LearnESL@peelsb.com
Peel District School Board (Central Board Office),5650 Hurontario Street,"Brampton, Ontario",L5R 1C6,Canada,Telephone: 905-890-1010, 
Peel District School Board (We Welcome the World Centres),100 Elm Drive ,"Mississauga, Ontario",L5B 1L9,Canada,Telephone: 905-270-6000,LearnESL@peelsb.com
Peel District School Board (We Welcome the World Centres),25 Kings Cross Road,"Brampton, Ontario",L6T 3X9,Canada,Telephone: 905-270-6000,welcomecentre@peelsb.com
Peel District School Board (We Welcome the World Centres),3131 Morning Star Drive,"Brampton, Ontario",L4T 1X3,Canada,Telephone: 905-677-0300,welcomecentre@peelsb.com
Peel Multicultural Council,6630 Turner Valley Road,"Mississauga, Ontario",L5N 2P1,Canada,Telephone: 905-819-1144,pmc@peelmc.com
Penticton & District Multicultural Society,340 Ellis Street,"Penticton, British Columbia",V2A 4L7,Canada,Telephone: 250-492-6299,cherryf@soics.ca
People of the Dawn Indigenous Friendship Centre,90 Main Street,"Stephenville, Newfoundland and Labrador",A2N 1J3,Canada,Telephone: 709-643-3902,admin@pdifc.com
Pictou County Regional Enterprise Network,112 Provost Street,"New Glasgow, Nova Scotia",B2H 2P4,Canada,Telephone: 902-755-2244,office@pcren.ca
Pinecrest-Queensway Community Health Centre,"1365 Richmond Road, 2nd Floor","Ottawa, Ontario",K2B 6R7,Canada,Telephone: 613-288-3880,employment.info@pqchc.com
Pinecrest-Queensway Community Health Centre,2525 Carling Ave,"Ottawa, Ontario",K2B 7Z2,Canada,Telephone: 613-288-3880,employment.info@pqchc.com
Pluri-elles (Manitoba) inc. ,114-420 Des Meurons Street ,"Winnipeg , Manitoba",R2H 2N9,Canada,Telephone: 204-233-1735 ext. 201,pluridg@pluri-elles.mb.ca
Polycultural Immigrant & Community Services,"17 Four Seasons Place, Unit 102","Etobicoke, Ontario",M9B 6E6,Canada,Telephone: 905-276-0008,info@polycultural.org
Polycultural Immigrant & Community Services,2225 Erin Mills Parkway,"Mississauga, Ontario",L5K 1TB,Canada,Telephone: 844-493-5839,info@polycultural.org
Polycultural Immigrant & Community Services,"27 Roncesvalles Avenue, Suite 407","Toronto, Ontario",M6R 3B2,Canada,Telephone: 416-533-9471,info@polycultural.org
Polycultural Immigrant & Community Services,"3225 Eglinton Avenue East, Suite 101/111","Toronto, Ontario",M1J 2H7,Canada,Telephone: 416-261-4901,info@polycultural.org
Polycultural Immigrant & Community Services,3363 Bloor Street West,"Toronto, Ontario",M8X 1G2,Canada,Telephone: 416-233-0055,info@polycultural.org
Polycultural Immigrant & Community Services,3660A Midland Avenue,"Toronto, Ontario",M1V 0B8,Canada,Telephone: 416-439-1293,info@polycultural.org
Portage Learning and Literacy Centre,110 Saskatchewan Avenue West   ,"Portage la Prairie, Manitoba",R1N 0M1,Canada,Telephone: 204-857-6304,info@pllc.ca
Portail de l'Immigrant Association de Calgary,830 - 840 7th Ave SW,"Calgary, Alberta",T2P 3G2,Canada,Telephone: 403-668-0299,info@pia-calgary.ca
Progress Career Planning Institute,1200 Markham Road,"Toronto, Ontario",M1E 3C3,Canada,Telephone: 416-439-8848,pcpi@careerplan.net
Progress Career Planning Institute,4410 Kingston Road,"Scarborough, Ontario",M1E 2N5,Canada, ,pcpi@careerplan.net
Progressive Inter-Cultural Community Services Society (PICS),205-12725 80th Avenue,"Surrey, British Columbia",V3W 3A6,Canada,Telephone: 604-596-7722, 
Project Abraham,64 Harnworth Drive,"Toronto, Ontario",M2H 3C2,Canada,Telephone: 416-756-9760,debbierose@projectabraham.ca
PRUDE Inc.,"165 Union Street, Suite 301","Saint John, New Brunswick",E2L 5C7,Canada,Telephone: 506-634-3088,info@prudeinc.org
PTP Adult Learning and Employment Programs,300-5353 Dundas St W.,"Toronto, Ontario",M9B 6H8,Canada,Telephone: 416-239-7309,barbaram@ptp.ca
Punjabi Community Health Services,"2980 Drew Road, Unit 241 ","Mississauga, Ontario",L4T 0A7,Canada,Telephone: 905-403-8860,info@pchs4u.com
Punjabi Community Health Services,50 Sunny Meadow Boulevard,"Brampton, Ontario",L6R 1X5,Canada,Telephone: 905-677-0889,info@pchs4u.com
Quinte United Immigrant Services,"345 College Street East, Unit 2","Belleville, Ontario",K8N 5S7,Canada,Telephone: 613-968-7723,info@quinteimmigration.ca
Rainbow Refugee Society,1170 Bute St  ,"Vancouver, British Columbia",V6E 1Z6,Canada,Telephone: 604-704-7526,operations@rainbowrefugee.ca
REACH Centre Association,505-1750 10th Ave,"Vancouver, British Columbia",V5N 5K4,Canada,Telephone: 604-254-6468, 
REACH Edmonton Council,901 - 10025 106 St NW  ,"Edmonton, Alberta",T5J 1G4,Canada,Telephone: 780-498-1231, 
Reception House Waterloo Region,101 David Street,"Kitchener, Ontario",N2G 1Y1,Canada,Telephone: 519-896-1736,info@receptionhouse.ca
Regina Immigrant Women Centre,1801 Toronto Street,"Regina, Saskatchewan",S4P1M7,Canada,Telephone: 306-359-6514, 
Regina Open Door Society,2314 11th Avenue,"Regina, Saskatchewan",S4P 0K1,Canada,Telephone: 306-352-3500, 
Regina Open Door Society Inc.,2314 11th Avenue - 1st floor  ,"Regina, Saskatchewan",S4P 0K1,Canada,Telephone: 306-352-3500,osn@rods.sk.ca
Regional Connections Inc.,2-295 Perry Street,"Winkler, Manitoba",R6W 0K9,Canada,Telephone: 204-325-4059,info@regionalconnections.ca
Regional Connections Inc.,34 Stephen Street,"Morden, Manitoba",R6M 2G3,Canada,Telephone: 204-822-4387,info@regionalconnections.ca
Regional Connections Inc.,"58 2nd Street NE, Unit B","Altona, Manitoba",R0G 0B0,Canada,Telephone: 204-324-6858,info@regionalconnections.ca
Regional Connections Inc.,30 1st Avenue NE,"Dauphin, Manitoba",R7N 1A4,Canada,Telephone: 204-647-0693,info@regionalconnections.ca
Réseau de développement économique et d'employabilité Canada (RDÉE) ,"1 Nicholas St, Suite 606  ","Ottawa, Ontario",K1N 7B7,Canada,Telephone: 613-244-7308,info@rdee.ca
Rexdale Women's Centre,1530 Albion Rd.,"Toronto, Ontario",M9V 1B4,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre,1620 Albion Road,"Toronto, Ontario",M9V 4B4,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre,"21 Panorama Court, #23","Toronto, Ontario",M9V 4E3,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre,220 Attwell Drive,"Toronto, Ontario",M9W 5B2,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre,"222 Dixon Road, Suite 303","Toronto, Ontario",M9P 3S5,Canada,Telephone: 416-645-0472, 
Rexdale Women's Centre,"2291 Kipling Avenue, Suite #123","Toronto, Ontario",M9W 4L6,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre,30 Barrhead Cres,"Toronto, Ontario",M9W 3Z7,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre,34 Kenton Dr,"Toronto, Ontario",M2R 2H8,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre,"4400 Jane St., #108","Toronto, Ontario",M3N 2K4,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre,"925 Albion Road, Suite 309","Toronto, Ontario",M9V 1A6,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre - Ahmaddiya Abode of Peace,"3001 Finch Avenue West, ","Toronto, Ontario",M9M 3A9,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre - Albion Library,1515 Albion Road,"Toronto, Ontario",M9V 1B2,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre - Brookview Middle School,4505 Jane Street,"Toronto, Ontario",M3N2K7,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre - Emery Adult Learning School,3395 Weston Road,"Toronto, Ontario",M9M 2V9,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre - Humberwood Community Centre/library ,85 Humberwood Blvd,"Toronto, Ontario",M9W 7A6,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre - Kingsview Village Junior School,1 York Road,"Toronto, Ontario",M9R 3C8,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre - Kipling Collegiate Institute,"380 The Westway, ","Toronto, Ontario",M9R 1H4,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre - North Kipling Community Centre,2 Rowntree Road,"Toronto, Ontario",M9V 5C7,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre - Rexdale Library,"2243 Kipling Avenue, ","Toronto, Ontario",M9W 4L5,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre - Richview Library,1806 Islington Avenue,"Toronto, Ontario",M9L 2K6,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre - TARIC Islamic Centre,99 Beverly Hills Drive,"Toronto, Ontario",M3L 1A2,Canada,Telephone: 416-745-0062, 
Rexdale Women's Centre - Woodview Park Library Library,"16 Bradstock Road, ","Toronto, Ontario",M9M 1N8,Canada,Telephone: 416-745-0062, 
Richmond Family Place Society,8660 Ash Street,"Richmond, British Columbia",V6Y 2S3,Canada,Telephone: 604-833-5017, 
Richmond Multicultural Community Services Society,210 – 7000 Minoru Boulevard,"Richmond, British Columbia",V6Y 3Z5,Canada,Telephone: 604-279-7160, 
Ryerson University,350 Victoria Street  ,"Toronto, Ontario",M5B2K3,Canada,Telephone: 416-979-5000, 
S.U.C.C.E.S.S,27 West Pender Street,"Vancouver, British Columbia",V6B 2T2,Canada,Telephone: 604-638-9199, 
S.U.C.C.E.S.S Richmond Language Service Centre,200-8171 Alexandra Rd,"Richmond, British Columbia",V6X 1C3,Canada,Telephone: 604-638-9981, 
S.U.C.C.E.S.S.,1163 Pinetree Way,"Coquitlam, British Columbia",V3B 8A9,Canada,Telephone: 604-468-6060, 
S.U.C.C.E.S.S.,200-5172 Kingsway,"Burnaby, British Columbia",V5H 2E6,Canada,Telephone: 604-430-1899, 
S.U.C.C.E.S.S.,206-10090 152nd Street,"Surrey, British Columbia",V3R 8X8,Canada,Telephone: 604-588-6869, 
S.U.C.C.E.S.S.,209 -  10142 101 Avenue,"Fort St. John, British Columbia",V1J 2B3,Canada,Telephone: 250-785-5323, 
S.U.C.C.E.S.S.,220-7000 Minoru Boulevard,"Richmond, British Columbia",V6Y 3Z5,Canada,Telephone: 604-279-7180, 
S.U.C.C.E.S.S.,28 West Pender Street,"Vancouver, British Columbia",V6B 1R6,Canada,Telephone: 604-408-7272, 
S.U.C.C.E.S.S. - Fraser Social Service Centre,205-5838 Fraser Street,"Vancouver, British Columbia",V5W 2Z5,Canada,Telephone: 604-324-8300, 
S.U.C.C.E.S.S. - Granville Social Service Centre,300-8268 Granville Street ,"Vancouver, British Columbia",V6P 4Z4,Canada,Telephone: 604-323-0901, 
S.U.C.C.E.S.S. at The Old Barn Community Centre,6308 Thunderbird Boulevard,"Vancouver, British Columbia",V6T 1Z4,Canada,Telephone: 604-827-4469, 
SAAMIS Immigration Services Association,659 3rd Street S.E,"Medicine Hat, Alberta",T1A 0H4,Canada,Telephone: 403-504-1188,info@saamisimmigration.ca
Saskatchewan Abilities Council - Partners in Settlement & Integration,"162 Ball Road, P.O. Box 5011","Yorkton, Saskatchewan",S3N 3Z4,Canada,Telephone: 306-782-2463,emontesclaros@abilitiescouncil.sk.ca
Saskatchewan Intercultural Association,601B 1st Ave North,"Saskatoon, Saskatchewan",S7K 1X7,Canada,Telephone: 306-978-1818, 
Saskatoon Open Door Society Inc.,100-129 3rd Ave North ,"Saskatoon, Saskatchewan",S7K 2H4,Canada,Telephone: 306-653-4464,skopendoor@sods.sk.ca
Saskatoon Open Door Society Inc.,247 1st Ave N,"Saskatoon, Saskatchewan",S7K 1X2,Canada,Telephone: 306-653-4464, 
Sault Community Information Career Centre,503 Queen Street East,"Sault Ste Marie, Ontario",P6A 2A2,Canada,Telephone: 705-759-0909, 
Scadding Court Community Centre,707 Dundas Street West,"Toronto, Ontario",M5T 2W6,Canada,Telephone: 416-392-0335,scccinfo@scaddingcourt.org
School District No. 23 - Central Okanagan,1940 Underhill Street,"Kelowna, British Columbia",V1X 5X7,Canada,Telephone: 250-470-3210, 
School District No. 35 - Langley,4875 222nd Street,"Langley, British Columbia",V3A 3Z7,Canada,Telephone: 604-534-7891, 
School District No. 36 - Surrey,120-7525 King George Boulevard,"Surrey, British Columbia",V3W 5A8,Canada,Telephone: 604-543-3060, 
School District No. 37 - Delta,4585 Harvest Drive,"Ladner, British Columbia",V4K 5B4,Canada,Telephone: 604-952-5323, 
School District No. 38 - Richmond,10300 Seacote Road,"Richmond, British Columbia",V7A 4B2,Canada,Telephone: 604-668-6000, 
School District No. 38 - Richmond,12091 Cambie Road,"Richmond, British Columbia",V6V 1G5,Canada,Telephone: 604-668-6000, 
School District No. 38 - Richmond,4151 Jacombs Road,"Richmond, British Columbia",V6V 1N7,Canada,Telephone: 604-668-6000, 
School District No. 38 - Richmond,5011 Granville Ave.,"Richmond, British Columbia",V7C 1E6,Canada,Telephone: 604-668-6000, 
School District No. 38 - Richmond,6480 Blundell Road,"Richmond, British Columbia",V7C 1H8,Canada,Telephone: 604-668-6000, 
School District No. 38 - Richmond,7360 Lombard Road,"Richmond, British Columbia",V7C 3N1,Canada,Telephone: 604-668-6000, 
School District No. 38 - Richmond,7811 Granville Avenue,"Richmond, British Columbia",V6Y 3E3,Canada,Telephone: 604-668-6000, 
School District No. 38 - Richmond,8311 Garden City Road,"Richmond, British Columbia",V6Y 2P1,Canada,Telephone: 604-668-6000, 
School District No. 38 - Richmond,9200 No. 1 Road,"Richmond, British Columbia",V7E 6L5,Canada,Telephone: 604-668-6000, 
School District No. 38 - Richmond,9331 Diamond Road,"Richmond, British Columbia",V7E 1P5,Canada,Telephone: 604-668-6000, 
